"PostOfficeName","Pincode","City","District","State"
"Anthiyur","638501","Anthiyur","Madurai","Tamil Nadu"
"Thavittupalayam","638501","Madurai","Madurai","Tamil Nadu"
"Athani","638502","Athani","Madurai","Tamil Nadu"
"Dasappagoundanpudur","638503","Madurai","Madurai","Tamil Nadu"
"Guruvareddiyur","638504","Madurai","Madurai","Tamil Nadu"
"Kallipatti","638505","Madurai","Madurai","Tamil Nadu"
"Thuckaickanpalayam","638506","Madurai","Madurai","Tamil Nadu"
"Brahmadesam","638511","Madurai","Madurai","Tamil Nadu"
"Tirupur Bazar","638601","Madurai","Madurai","Tamil Nadu"
"Tirupur H O","638601","Madurai","Madurai","Tamil Nadu"
"Perumanallur Road","638602","Madurai","Madurai","Tamil Nadu"
"Tirupur North","638602","Madurai","Madurai","Tamil Nadu"
"Tirupuvanam","638602","Madurai","Madurai","Tamil Nadu"
"Gandhi Nagar Tirupur","638603","Madurai","Madurai","Tamil Nadu"
"Kumaranagar","638603","Madurai","Madurai","Tamil Nadu"
"Veerapandi Tirupur","638605","Veerapandi","Madurai","Tamil Nadu"
"Vijayapuram","638606","Madurai","Madurai","Tamil Nadu"
"Tirupur East","638607","Madurai","Madurai","Tamil Nadu"
"Anuppapalayam","638652","Madurai","Madurai","Tamil Nadu"
"Annur","638653","Madurai","Madurai","Tamil Nadu"
"Avanashi","638654","Avanashi","Madurai","Tamil Nadu"
"Renganathapuram","638654","Madurai","Madurai","Tamil Nadu"
"Cheyur","638655","Madurai","Madurai","Tamil Nadu"
"Cholakadai Street","638656","Madurai","Madurai","Tamil Nadu"
"Dharapuram H O","638656","Erode","Erode","Tamil Nadu"
"Ellisnagar","638657","Erode","Erode","Tamil Nadu"
"Karadipavi","638658","Madurai","Madurai","Tamil Nadu"
"Koduvoi","638660","Madurai","Madurai","Tamil Nadu"
"Kolathupalayam","638661","Kolathupalayam","Madurai","Tamil Nadu"
"Kuppuswamynaidupuram","638662","Madurai","Madurai","Tamil Nadu"
"Mangalam-Cbe","638663","Madurai","Madurai","Tamil Nadu"
"Palladam","638664","Palladam","Madurai","Tamil Nadu"
"Pallikalipalayam","638665","Madurai","Madurai","Tamil Nadu"
"Perumanallur","638666","Madurai","Madurai","Tamil Nadu"
"Pongalur","638667","Madurai","Madurai","Tamil Nadu"
"Somanur","638668","Madurai","Madurai","Tamil Nadu"
"Suleswaranpatti","638669","Madurai","Madurai","Tamil Nadu"
"Karavalur","638670","Madurai","Madurai","Tamil Nadu"
"Kettanur","638671","Madurai","Madurai","Tamil Nadu"
"Dalvoipatnam","638672","Madurai","Madurai","Tamil Nadu"
"Kolinjivadi","638673","Madurai","Madurai","Tamil Nadu"
"Jalakarisal","638675","Madurai","Madurai","Tamil Nadu"
"Virajimangalam","638683","Madurai","Madurai","Tamil Nadu"
"Karaipudur","638684","Madurai","Madurai","Tamil Nadu"
"Iduvampalayam","638687","Madurai","Madurai","Tamil Nadu"
"Thoppanpatti","638696","Madurai","Madurai","Tamil Nadu"
"Pogalur","638697","Madurai","Madurai","Tamil Nadu"
"Kanagayam North","638701","Madurai","Madurai","Tamil Nadu"
"Kangayam","638701","Madurai","Madurai","Tamil Nadu"
"Kundadam","638702","Madurai","Madurai","Tamil Nadu"
"Udiyur","638703","Madurai","Madurai","Tamil Nadu"
"Sankarandampalayam","638706","Erode","Erode","Tamil Nadu"
"Tayampalayam","638710","Madurai","Madurai","Tamil Nadu"
"Technical Teachers","638710","Madurai","Madurai","Tamil Nadu"
"Uttukuli","638751","Madurai","Madurai","Tamil Nadu"
"Uttukuli R S","638752","Madurai","Madurai","Tamil Nadu"
"Moperipalayam","638802","Madurai","Madurai","Tamil Nadu"
"Muperipalayam","638802","Madurai","Madurai","Tamil Nadu"
"Vadambacheri","638806","Madurai","Madurai","Tamil Nadu"
"Vellavaripudur","638807","Madurai","Madurai","Tamil Nadu"
"Chengapalli","638812","Madurai","Madurai","Tamil Nadu"
"Karur Bazaar","639001","Madurai","Madurai","Tamil Nadu"
"Karur H O","639001","Madurai","Madurai","Tamil Nadu"
"Karur R S","639001","Madurai","Madurai","Tamil Nadu"
"Karur West","639001","Madurai","Madurai","Tamil Nadu"
"Ramakrishnapuram","639001","Theni","Theni","Tamil Nadu"
"Sengundapuram","639002","Madurai","Madurai","Tamil Nadu"
"Vaiapurinagar","639002","Madurai","Madurai","Tamil Nadu"
"Tirumanilayur","639003","Madurai","Madurai","Tamil Nadu"
"Pasupathipalayam","639004","Madurai","Madurai","Tamil Nadu"
"Thanthonimalal","639005","Madurai","Madurai","Tamil Nadu"
"Vengamedue","639006","Madurai","Madurai","Tamil Nadu"
"Andanallur","639101","Madurai","Madurai","Tamil Nadu"
"Krishnarayapuram","639102","Krishnarayapuram","Madurai","Tamil Nadu"
"Kulumani","639103","Madurai","Madurai","Tamil Nadu"
"Kulittalai Bazaar","639104","Madurai","Madurai","Tamil Nadu"
"Kulittalai H O","639104","Madurai","Madurai","Tamil Nadu"
"Lalapet","639105","Madurai","Madurai","Tamil Nadu"
"Mahadanapuram Karur","639106","Madurai","Madurai","Tamil Nadu"
"Marudur","639107","Marudur","Cuddalore","Tamil Nadu"
"Mayanur","639108","Madurai","Madurai","Tamil Nadu"
"Moolapatti","639109","Madurai","Madurai","Tamil Nadu"
"Nungavaram","639110","Madurai","Madurai","Tamil Nadu"
"Paramathi","639111","Paramathi","Madurai","Tamil Nadu"
"Pettaivaithalai","639112","Madurai","Madurai","Tamil Nadu"
"Pugalur Sugar Factory","639113","Madurai","Madurai","Tamil Nadu"
"Tirupparaithurai","639115","Madurai","Madurai","Tamil Nadu"
"Vangal","639116","Madurai","Madurai","Tamil Nadu"
"Velayuthanpalayam","639117","Madurai","Madurai","Tamil Nadu"
"Velliyanai","639118","Madurai","Madurai","Tamil Nadu"
"Panjapatti","639119","Madurai","Madurai","Tamil Nadu"
"Vaigallur","639120","Madurai","Madurai","Tamil Nadu"
"Vangal East","639121","Madurai","Madurai","Tamil Nadu"
"Nanjaipugalur","639144","Madurai","Madurai","Tamil Nadu"
"Timmachipuram","639147","Madurai","Madurai","Tamil Nadu"
"Aravakurichi","639201","Aravakurichi","Karur","Tamil Nadu"
"Chinnadharapuram","639202","Madurai","Madurai","Tamil Nadu"
"Isanatham","639203","Madurai","Madurai","Tamil Nadu"
"Nanjaithalaiyur","639204","Erode","Erode","Tamil Nadu"
"Pallapatti Karur","639205","Pallapatti","Madurai","Tamil Nadu"
"Tennilai","639206","Madurai","Madurai","Tamil Nadu"
"Pallapatti Bazaar","639207","Pallapatti","Madurai","Tamil Nadu"
"Periyar","639210","Madurai","Madurai","Tamil Nadu"
"Periyar","639212","Madurai","Madurai","Tamil Nadu"
"Coimbatore","641001","Coimbatore","Coimbatore","Tamil Nadu"
"Coimbatore Bazaar","641001","Coimbatore","Coimbatore","Tamil Nadu"
"Coimbatore H O","641001","Coimbatore","Coimbatore","Tamil Nadu"
"Coimbatore South","641001","Coimbatore","Coimbatore","Tamil Nadu"
"Coimbatore Ukadam","641001","Coimbatore","Coimbatore","Tamil Nadu"
"Coimbatore West","641001","Coimbatore","Coimbatore","Tamil Nadu"
"Devangapet","641001","Coimbatore","Coimbatore","Tamil Nadu"
"Ponnaiya Rajapuram","641001","Coimbatore","Coimbatore","Tamil Nadu"
"Selvapuram","641001","Coimbatore","Coimbatore","Tamil Nadu"
"Sukravarpettai","641001","Coimbatore","Coimbatore","Tamil Nadu"
"Coimbatore North","641002","Coimbatore","Coimbatore","Tamil Nadu"
"R S Puram East","641002","Coimbatore","Coimbatore","Tamil Nadu"
"R S Puram H O","641002","Coimbatore","Coimbatore","Tamil Nadu"
"R S Puram South","641002","Coimbatore","Coimbatore","Tamil Nadu"
"R S Puram West","641002","Coimbatore","Coimbatore","Tamil Nadu"
"Lalwley Road","641003","Coimbatore","Coimbatore","Tamil Nadu"
"Peelamedu","641004","Coimbatore","Coimbatore","Tamil Nadu"
"Peelamedu East","641004","Coimbatore","Coimbatore","Tamil Nadu"
"Nandanagar","641005","Coimbatore","Coimbatore","Tamil Nadu"
"Singanallur","641005","Coimbatore","Coimbatore","Tamil Nadu"
"Ganapathi","641006","Coimbatore","Coimbatore","Tamil Nadu"
"Muthugoundenpudur","641006","Coimbatore","Coimbatore","Tamil Nadu"
"Institute","641007","Coimbatore","Coimbatore","Tamil Nadu"
"Kuniyamuthur","641008","Kuniyamuthur","Coimbatore","Tamil Nadu"
"Anupparpalayam","641009","Coimbatore","Coimbatore","Tamil Nadu"
"Coimbatore","641009","Coimbatore","Coimbatore","Tamil Nadu"
"Ramnagar","641009","Coimbatore","Coimbatore","Tamil Nadu"
"Ranganathapuram","641009","Cuddalore","Cuddalore","Tamil Nadu"
"Perur","641010","Perur","Cuddalore","Tamil Nadu"
"Saibaba Mission","641011","Coimbatore","Coimbatore","Tamil Nadu"
"Saibaba Mission East","641011","Coimbatore","Coimbatore","Tamil Nadu"
"Tatabad","641012","Coimbatore","Coimbatore","Tamil Nadu"
"Tatabad East","641012","Coimbatore","Coimbatore","Tamil Nadu"
"Govt College Of Technology","641013","Coimbatore","Coimbatore","Tamil Nadu"
"Coimbatore Aerodrome","641014","Coimbatore","Coimbatore","Tamil Nadu"
"Uppilpalayam","641015","Coimbatore","Coimbatore","Tamil Nadu"
"Ondipudur","641016","Coimbatore","Coimbatore","Tamil Nadu"
"Kurudampalayam","641017","Kurudampalayam","Coimbatore","Tamil Nadu"
"Coimbatore Central","641018","Coimbatore","Coimbatore","Tamil Nadu"
"Coimbatore Central Bus St","641018","Coimbatore","Coimbatore","Tamil Nadu"
"Coimbatore Collectorate","641018","Coimbatore","Coimbatore","Tamil Nadu"
"Coimbatore Courts","641018","Coimbatore","Coimbatore","Tamil Nadu"
"Coimbatore R S","641018","Coimbatore","Coimbatore","Tamil Nadu"
"Coimbatore Race Course","641018","Coimbatore","Coimbatore","Tamil Nadu"
"Commercial Tax Office Bld","641018","Coimbatore","Coimbatore","Tamil Nadu"
"Krishnaswamynagar","641018","Coimbatore","Coimbatore","Tamil Nadu"
"Puliyakulam","641018","Coimbatore","Coimbatore","Tamil Nadu"
"Ramanathapuram Cbt","641018","Coimbatore","Coimbatore","Tamil Nadu"
"Red Fields","641018","Coimbatore","Coimbatore","Tamil Nadu"
"Coimbatore Press Colony","641019","Coimbatore","Coimbatore","Tamil Nadu"
"Perianaickenpalayam","641020","Coimbatore","Coimbatore","Tamil Nadu"
"Sri Ramakrishna Vidyalaya","641020","Coimbatore","Coimbatore","Tamil Nadu"
"Coimbatore Ind Estate","641021","Coimbatore","Coimbatore","Tamil Nadu"
"Nggo Colony Cbe","641022","Coimbatore","Coimbatore","Tamil Nadu"
"Konavaikalpalayam","641023","Coimbatore","Coimbatore","Tamil Nadu"
"Padanur","641023","Coimbatore","Coimbatore","Tamil Nadu"
"Podanur New Town","641023","Coimbatore","Coimbatore","Tamil Nadu"
"Sundarapuram","641024","Thanjavur","Thanjavur","Tamil Nadu"
"Velandipalayam","641025","Coimbatore","Coimbatore","Tamil Nadu"
"Komarapalayam-Cbe","641026","Coimbatore","Coimbatore","Tamil Nadu"
"Ratnapuri","641027","Coimbatore","Coimbatore","Tamil Nadu"
"Sowripalayam","641028","Coimbatore","Coimbatore","Tamil Nadu"
"Gnanambika Mills","641029","Coimbatore","Coimbatore","Tamil Nadu"
"Kavindampalavam Colony","641030","Coimbatore","Coimbatore","Tamil Nadu"
"Narasimhanaickenpalyam","641031","Coimbatore","Coimbatore","Tamil Nadu"
"Othakalmandapam","641032","Othakalmandapam","Coimbatore","Tamil Nadu"
"Neelikonampalayam","641033","Coimbatore","Coimbatore","Tamil Nadu"
"Tadiyalur","641034","Coimbatore","Coimbatore","Tamil Nadu"
"Nanjundapuram","641036","Coimbatore","Coimbatore","Tamil Nadu"
"Pappanaickenpalayam","641037","Coimbatore","Coimbatore","Tamil Nadu"
"Pappanaickenpalayam West","641037","Coimbatore","Coimbatore","Tamil Nadu"
"Kuppakonanpudur","641038","Coimbatore","Coimbatore","Tamil Nadu"
"Telungapalayam","641039","Coimbatore","Coimbatore","Tamil Nadu"
"Subramaniapuram Cbe","641040","Coimbatore","Coimbatore","Tamil Nadu"
"Subramaniapuram Madurai","641040","Coimbatore","Coimbatore","Tamil Nadu"
"Pappanaickenpudur","641041","Coimbatore","Coimbatore","Tamil Nadu"
"Kovaipudur","641042","Coimbatore","Coimbatore","Tamil Nadu"
"Siddapudur","641044","Coimbatore","Coimbatore","Tamil Nadu"
"Ramanthapuram Cbe","641045","Coimbatore","Coimbatore","Tamil Nadu"
"Maruthamalai","641046","Coimbatore","Coimbatore","Tamil Nadu"
"Jothipuram","641047","Coimbatore","Coimbatore","Tamil Nadu"
"Kalapatti","641061","Kalapatti","Coimbatore","Tamil Nadu"
"Sinnimpalayam","641062","Coimbatore","Coimbatore","Tamil Nadu"
"Sundakamuthur","641064","Coimbatore","Coimbatore","Tamil Nadu"
"Nilambur","641065","Coimbatore","Coimbatore","Tamil Nadu"
"Alandurai","641101","Coimbatore","Coimbatore","Tamil Nadu"
"Athikadavu","641102","Madurai","Madurai","Tamil Nadu"
"Irugur","641103","Irugur","Coimbatore","Tamil Nadu"
"Karamadai","641104","Karamadai","Coimbatore","Tamil Nadu"
"Madukkarai","641105","Madukkarai","Coimbatore","Tamil Nadu"
"Madukkarai Casba","641105","Coimbatore","Coimbatore","Tamil Nadu"
"Pillur Dam","641106","Coimbatore","Coimbatore","Tamil Nadu"
"Sarkar Samakulam","641107","Coimbatore","Coimbatore","Tamil Nadu"
"Tadagam","641108","Viluppuram","Viluppuram","Tamil Nadu"
"Thodamuthur","641109","Coimbatore","Coimbatore","Tamil Nadu"
"Vaiyampalayam","641110","Coimbatore","Coimbatore","Tamil Nadu"
"Vellalur C B E","641111","Vellalur","Coimbatore","Tamil Nadu"
"Parli Power House","641112","Coimbatore","Coimbatore","Tamil Nadu"
"Seelaiyur","641113","Madurai","Madurai","Tamil Nadu"
"Tholampalayam","641114","Coimbatore","Coimbatore","Tamil Nadu"
"Valliamkadu","641115","Coimbatore","Coimbatore","Tamil Nadu"
"Bhujanganur","641116","Coimbatore","Coimbatore","Tamil Nadu"
"Marudur","641117","Cuddalore","Cuddalore","Tamil Nadu"
"Thekkampatti","641118","Coimbatore","Coimbatore","Tamil Nadu"
"Negamam","641120","Coimbatore","Coimbatore","Tamil Nadu"
"Chettipalayam","641201","Chettipalayam","Coimbatore","Tamil Nadu"
"Ganapathi Agraharam","641202","Coimbatore","Coimbatore","Tamil Nadu"
"Vadasittur","641202","Coimbatore","Coimbatore","Tamil Nadu"
"Katoor Mtp","641301","Coimbatore","Coimbatore","Tamil Nadu"
"Mahadevapuram","641301","Coimbatore","Coimbatore","Tamil Nadu"
"Mettupalayam Bazaar","641301","Coimbatore","Coimbatore","Tamil Nadu"
"Mettupalayam East","641301","Coimbatore","Coimbatore","Tamil Nadu"
"Mettupalayam H O","641301","Coimbatore","Coimbatore","Tamil Nadu"
"Sirumugai","641302","Sirumugai","Madurai","Tamil Nadu"
"Nellithurai","641303","Coimbatore","Coimbatore","Tamil Nadu"
"Akkaraisengapalli","641304","Madurai","Madurai","Tamil Nadu"
"Mahadevapuram","641305","Madurai","Madurai","Tamil Nadu"
"Kangayampalayam","641401","Kangayampalayam","Madurai","Tamil Nadu"
"Slur","641402","Coimbatore","Coimbatore","Tamil Nadu"
"Kalingal","641404","Coimbatore","Coimbatore","Tamil Nadu"
"Kannampalayam","641405","Kannampalayam","Coimbatore","Tamil Nadu"
"Arasur","641407","Coimbatore","Coimbatore","Tamil Nadu"
"Appanaickenpatti","641408","Coimbatore","Coimbatore","Tamil Nadu"
"Perumanallur Road","641602","Coimbatore","Coimbatore","Tamil Nadu"
"Tiruppur Bazar","641604","Coimbatore","Coimbatore","Tamil Nadu"
"Gandhi Market","642001","Coimbatore","Coimbatore","Tamil Nadu"
"Marapettai","642001","Coimbatore","Coimbatore","Tamil Nadu"
"N G M College","642001","Coimbatore","Coimbatore","Tamil Nadu"
"Polachi R S","642001","Pollachi","Coimbatore","Tamil Nadu"
"Pollachi Bazaar","642001","Pollachi","Coimbatore","Tamil Nadu"
"Pollachi H O","642001","Coimbatore","Coimbatore","Tamil Nadu"
"Mahalingapuram","642002","Coimbatore","Coimbatore","Tamil Nadu"
"T Kottampatti","642002","Coimbatore","Coimbatore","Tamil Nadu"
"Makkinaickenpatti","642003","Coimbatore","Coimbatore","Tamil Nadu"
"Uttukuli Zamin","642004","Coimbatore","Coimbatore","Tamil Nadu"
"Zamin Mathur","642005","Coimbatore","Coimbatore","Tamil Nadu"
"Angalakurichi","642007","Coimbatore","Coimbatore","Tamil Nadu"
"Jallipatti","642051","Coimbatore","Coimbatore","Tamil Nadu"
"Akilandapuram","642052","Coimbatore","Coimbatore","Tamil Nadu"
"Ramapattinam","642053","Coimbatore","Coimbatore","Tamil Nadu"
"Kanjampatti","642054","Coimbatore","Coimbatore","Tamil Nadu"
"Mannur","642055","Coimbatore","Coimbatore","Tamil Nadu"
"Aliyarnagar","642101","Coimbatore","Coimbatore","Tamil Nadu"
"Amaravathi Nagar","642102","Coimbatore","Coimbatore","Tamil Nadu"
"Ambarampalayam","642103","Coimbatore","Coimbatore","Tamil Nadu"
"Anamalai","642104","Coimbatore","Coimbatore","Tamil Nadu"
"Waterfalls Estate","642105","Coimbatore","Coimbatore","Tamil Nadu"
"Chinchona","642106","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Gomangalam","642107","Coimbatore","Coimbatore","Tamil Nadu"
"Iyerpadi","642108","Coimbatore","Coimbatore","Tamil Nadu"
"Kinathukadavu","642109","Kinathukadavu","Coimbatore","Tamil Nadu"
"Kovilpalayam","642110","Kovilpalayam","Coimbatore","Tamil Nadu"
"Krishnapuram Cbe","642111","Coimbatore","Coimbatore","Tamil Nadu"
"Kurichikottai","642112","Coimbatore","Coimbatore","Tamil Nadu"
"Madathukulam","642113","Madathukulam","Coimbatore","Tamil Nadu"
"Malayandipattinam","642114","Coimbatore","Coimbatore","Tamil Nadu"
"Manamboli","642115","Coimbatore","Coimbatore","Tamil Nadu"
"Minparai","642116","Coimbatore","Coimbatore","Tamil Nadu"
"Mudis","642117","Coimbatore","Coimbatore","Tamil Nadu"
"Murugali Bazaar","642118","Coimbatore","Coimbatore","Tamil Nadu"
"Navamalai Camp","642119","Coimbatore","Coimbatore","Tamil Nadu"
"Pulankinar","642122","Coimbatore","Coimbatore","Tamil Nadu"
"Samathur","642123","Samathur","Coimbatore","Tamil Nadu"
"Sholayar","642124","Coimbatore","Coimbatore","Tamil Nadu"
"Sholayarnagar","642125","Coimbatore","Coimbatore","Tamil Nadu"
"Eripalayam","642126","Coimbatore","Coimbatore","Tamil Nadu"
"Gandhi Nagar","642126","Coimbatore","Coimbatore","Tamil Nadu"
"Udamalpet Bazar","642126","Coimbatore","Coimbatore","Tamil Nadu"
"Udamalpet H O","642126","Coimbatore","Coimbatore","Tamil Nadu"
"Udamalpet South","642126","Coimbatore","Coimbatore","Tamil Nadu"
"Valparai","642127","Valparai","Coimbatore","Tamil Nadu"
"Vazhaithottam","642127","Coimbatore","Coimbatore","Tamil Nadu"
"Venkatesa Mills","642128","Coimbatore","Coimbatore","Tamil Nadu"
"Vettaikaranpudur","642129","Vettaikaranpudur","Coimbatore","Tamil Nadu"
"Karamalai Bazaar","642130","Coimbatore","Coimbatore","Tamil Nadu"
"Pannimade","642131","Coimbatore","Coimbatore","Tamil Nadu"
"Valavadi","642132","Coimbatore","Coimbatore","Tamil Nadu"
"Sethurmadai","642133","Coimbatore","Coimbatore","Tamil Nadu"
"Somandurai","642134","Coimbatore","Coimbatore","Tamil Nadu"
"Kadamparai Dam","642135","Coimbatore","Coimbatore","Tamil Nadu"
"Ramanamudalipudur","642136","Coimbatore","Coimbatore","Tamil Nadu"
"Chinnanegamam","642137","Coimbatore","Coimbatore","Tamil Nadu"
"Dhully","642138","Coimbatore","Coimbatore","Tamil Nadu"
"Thirumurthinagar","642139","Coimbatore","Coimbatore","Tamil Nadu"
"Odayakulam","642140","Coimbatore","Coimbatore","Tamil Nadu"
"Topslip","642141","Coimbatore","Coimbatore","Tamil Nadu"
"Vadakkipalayam","642142","Coimbatore","Coimbatore","Tamil Nadu"
"Sulakkal","642143","Coimbatore","Coimbatore","Tamil Nadu"
"Poravipalayam","642144","Coimbatore","Coimbatore","Tamil Nadu"
"Sokkanur","642145","Coimbatore","Coimbatore","Tamil Nadu"
"Pollachi","642146","Pollachi","Coimbatore","Tamil Nadu"
"Thamaraikulam","642146","Thamaraikulam","Virudhunagar","Tamil Nadu"
"Mettupalayam","642147","Coimbatore","Coimbatore","Tamil Nadu"
"Divansapudur","642148","Coimbatore","Coimbatore","Tamil Nadu"
"Periapodu","642149","Coimbatore","Coimbatore","Tamil Nadu"
"Kadamparai Power House","642152","Coimbatore","Coimbatore","Tamil Nadu"
"Sirukundra","642153","Coimbatore","Coimbatore","Tamil Nadu"
"Udamalpet","642154","Coimbatore","Coimbatore","Tamil Nadu"
"Charing Cross","643001","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Race Course","643001","Uthagamandalam","The Nilgiri","Tamil Nadu"
"St Marys Hill","643001","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Udagamandalam H O","643001","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Udagamandalam Market","643001","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Udgamandalam","643001","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Willow Bund","643001","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Stone House Hill","643002","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Lovedale","643003","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Fern Hill","643004","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Indu Nagar","643005","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Fingerpost","643006","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Dr Basuvaiah Nagar","643007","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Thuneri","643051","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Hullathi","643052","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Muthorai","643053","Uthagamandalam","The Nilgiri","Tamil Nadu"
"M Palada","643054","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Idupatti","643055","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Coonoor H O","643101","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Coonoor R S","643102","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Pasteur Institute","643103","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Springfield","643104","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Ottupattarai","643105","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Burliar","643106","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Aravenu","643201","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Cordite Factory","643202","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Bolacola","643203","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Chamraj Estate","643204","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Cherambadi","643205","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Denadcombai","643206","Uthagamandalam","The Nilgiri","Tamil Nadu"
"Devarshola","643207","Devarshola","The Nilgiri","Tamil Nadu"
